primary_label,secondary_labels,filename,collection,rating,scientific_name,common_name,animal_class,duration_in_seconds
21211,[''],21211/XC882650.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,12.74775
566513,[''],566513/iNat72467.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,48.0653125
48124,[''],48124/CSA35181.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,92.19375
41663,[''],41663/iNat119976.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,12.8174375
22973,[''],22973/XC882798.ogg,XC,4.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,110.6285625
amakin1,[''],amakin1/iNat1232413.ogg,iNat,0.0,Chloroceryle amazona,Amazon Kingfisher,Aves,34.324
21211,[''],21211/XC882655.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,142.47184375
48124,[''],48124/CSA35187.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,10.25034375
41970,[''],41970/XC564868.ogg,XC,2.0,Panthera onca,Jaguar,Mammalia,28.081625
52884,[''],52884/CSA35167.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,242.7338125
566513,[''],566513/iNat796863.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,33.792
52884,[''],52884/CSA11079.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,92.14625
50186,[''],50186/CSA20027.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,338.6715625
anhing,[''],anhing/XC602017.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,35.952
48124,[''],48124/CSA35116.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,161.98853125
amekes,[''],amekes/iNat183174.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,35.5033125
517119,[''],517119/iNat846254.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,30.441375
anhing,[''],anhing/iNat132750.ogg,iNat,0.0,Anhinga anhinga,Anhinga,Aves,5.01334375
566513,[''],566513/iNat208383.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,33.99403125
566513,[''],566513/iNat906866.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,12.544
22973,[''],22973/iNat218912.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,23.89334375
anhing,[''],anhing/XC689446.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,23.35346875
22333,[''],22333/iNat578290.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,16.346875
22973,[''],22973/iNat870999.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,11.05271875
banana,[''],banana/iNat871291.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,8.24309375
715170,[''],715170/CSA35801.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,104.58478125
22333,[''],22333/iNat758022.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,41.56375
41663,[''],41663/iNat135564.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,56.14934375
22973,[''],22973/XC882796.ogg,XC,4.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,71.23590625
banana,[''],banana/XC643168.ogg,XC,4.0,Coereba flaveola,Bananaquit,Aves,47.15103125
amakin1,[''],amakin1/XC84990.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,5.2245
anhing,[''],anhing/XC705560.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,25.521625
715170,[''],715170/CSA35809.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,93.997375
amekes,[''],amekes/iNat368277.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,11.12
anhing,[''],anhing/XC139948.ogg,XC,4.0,Anhinga anhinga,Anhinga,Aves,11.28
50186,[''],50186/CSA04279.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,17.4193125
566513,[''],566513/iNat475442.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,9.195125
anhing,[''],anhing/XC705561.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,13.4791875
22333,[''],22333/iNat503234.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,6.87021875
21211,[''],21211/XC920881.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,9.74425
41970,[''],41970/XC564865.ogg,XC,2.0,Panthera onca,Jaguar,Mammalia,76.0685625
42007,[''],42007/iNat1189983.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,8.15021875
50186,[''],50186/CSA34456.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,93.05134375
48124,[''],48124/CSA18785.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,66.18065625
amekes,[''],amekes/XC565024.ogg,XC,5.0,Falco sparverius,American Kestrel,Aves,77.4
41663,[''],41663/iNat530125.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,9.5201875
22333,[''],22333/iNat1239167.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,9.45053125
amakin1,[''],amakin1/XC51481.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,6.73959375
715170,[''],715170/CSA35806.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,88.42890625
22973,[''],22973/iNat630711.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,131.16953125
48124,[''],48124/CSA35183.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,13.22759375
566513,[''],566513/iNat72468.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,21.838375
amekes,[''],amekes/iNat757997.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,5.568
22333,[''],22333/iNat554680.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,20.608
50186,[''],50186/CSA34402.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,114.2888125
banana,[''],banana/iNat326637.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,24.28809375
52884,[''],52884/CSA34410.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,175.91453125
41970,[''],41970/XC564880.ogg,XC,1.0,Panthera onca,Jaguar,Mammalia,46.08
41663,[''],41663/iNat31509.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,63.4775625
amakin1,[''],amakin1/XC172629.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,33.306
517119,[''],517119/iNat1219155.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,6.78390625
22973,[''],22973/iNat726873.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,17.41425
41663,[''],41663/iNat262940.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,52.7905625
22333,[''],22333/iNat560488.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,17.36853125
21211,[''],21211/XC882646.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,105.5085625
41663,[''],41663/iNat126448.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,29.0481875
52884,[''],52884/CSA18980.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,58.55121875
52884,[''],52884/CSA35180.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,145.32565625
715170,[''],715170/CSA35802.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,115.7165
21211,[''],21211/XC896857.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.56603125
50186,[''],50186/CSA18166.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,61.431125
42007,[''],42007/iNat141493.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,9.62178125
amakin1,[''],amakin1/XC769595.ogg,XC,5.0,Chloroceryle amazona,Amazon Kingfisher,Aves,7.7845
52884,[''],52884/CSA06193.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,9.71925
22973,[''],22973/iNat318716.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,19.89953125
52884,[''],52884/CSA18797.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,655.7190625
21211,[''],21211/XC913880.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.45053125
22333,[''],22333/iNat983570.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,9.42934375
48124,[''],48124/CSA35118.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,118.00428125
41663,[''],41663/iNat1104877.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,71.76128125
42007,[''],42007/iNat177093.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,18.92240625
21211,[''],21211/XC882652.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,101.7208125
amakin1,[''],amakin1/XC51482.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,14.36734375
50186,[''],50186/CSA20037.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,143.4030625
22333,[''],22333/iNat530453.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,11.14559375
anhing,[''],anhing/XC108819.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,28.992
banana,[''],banana/iNat928040.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,15.4645
52884,[''],52884/CSA35109.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,121.67559375
22333,[''],22333/iNat54095.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,8.4520625
amakin1,[''],amakin1/XC257914.ogg,XC,5.0,Chloroceryle amazona,Amazon Kingfisher,Aves,11.23265625
banana,[''],banana/XC939901.ogg,XC,5.0,Coereba flaveola,Bananaquit,Aves,21.707
52884,[''],52884/CSA14875.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,21.079875
50186,[''],50186/CSA08353.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,153.74665625
52884,[''],52884/CSA18804.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,896.57509375
41663,[''],41663/iNat307417.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,23.66346875
21211,[''],21211/XC882651.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.68
anhing,[''],anhing/XC524666.ogg,XC,0.0,Anhinga anhinga,Anhinga,Aves,26.958375
42007,[''],42007/iNat987921.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,20.17815625
anhing,[''],anhing/XC698308.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,52.104
517119,[''],517119/iNat938559.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,13.630125
amakin1,[''],amakin1/XC415847.ogg,XC,5.0,Chloroceryle amazona,Amazon Kingfisher,Aves,5.9036875
41970,[''],41970/iNat1226073.ogg,iNat,0.0,Panthera onca,Jaguar,Mammalia,14.06546875
566513,[''],566513/iNat865114.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,12.43053125
amekes,[''],amekes/iNat291331.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,39.7758125
amakin1,[''],amakin1/XC631866.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,8.8555
amakin1,[''],amakin1/XC1881.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,10.9191875
anhing,[''],anhing/iNat49831.ogg,iNat,0.0,Anhinga anhinga,Anhinga,Aves,35.1085625
48124,[''],48124/CSA35188.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,23.7526875
48124,[''],48124/CSA35160.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,260.90253125
41663,[''],41663/iNat1258651.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,19.170375
517119,[''],517119/iNat727974.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,9.672
21211,[''],21211/XC882657.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,104.75103125
517119,[''],517119/iNat402787.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,10.2826875
517119,[''],517119/iNat578339.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,11.67965625
22333,[''],22333/iNat53679.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,13.01334375
amekes,[''],amekes/iNat52955.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,18.6514375
22333,[''],22333/iNat144601.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,10.44896875
517119,[''],517119/iNat1206733.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,21.632
50186,[''],50186/CSA35140.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,208.01334375
amekes,[''],amekes/iNat1249963.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,6.84990625
22333,[''],22333/iNat516995.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,26.67975
22333,[''],22333/iNat1237389.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,12.12084375
22333,[''],22333/iNat575726.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,8.96290625
517119,[''],517119/iNat1208971.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,19.78340625
anhing,[''],anhing/XC166158.ogg,XC,4.0,Anhinga anhinga,Anhinga,Aves,19.40896875
41970,[''],41970/XC564871.ogg,XC,2.0,Panthera onca,Jaguar,Mammalia,21.0808125
22973,[''],22973/iNat879833.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,25.78
22973,[''],22973/iNat1251026.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,57.40953125
21211,[''],21211/XC920872.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,6.7079375
566513,[''],566513/iNat865113.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,5.5
banana,[''],banana/iNat33120.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,8.704
banana,[''],banana/XC443366.ogg,XC,5.0,Coereba flaveola,Bananaquit,Aves,28.96978125
41663,[''],41663/iNat482041.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,11.328
anhing,[''],anhing/XC139949.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,46.296
22333,[''],22333/iNat150110.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,20.52646875
42007,[''],42007/iNat15105.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,77.58934375
anhing,[''],anhing/XC150212.ogg,XC,4.0,Anhinga anhinga,Anhinga,Aves,12.432
banana,[''],banana/iNat578077.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,31.224
amekes,[''],amekes/iNat126469.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,8.01090625
anhing,[''],anhing/XC257259.ogg,XC,3.0,Anhinga anhinga,Anhinga,Aves,11.28490625
517119,[''],517119/iNat101157.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,23.77096875
50186,[''],50186/CSA18202.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,72.63353125
anhing,[''],anhing/XC530669.ogg,XC,4.0,Anhinga anhinga,Anhinga,Aves,5.616
amekes,[''],amekes/XC375505.ogg,XC,5.0,Falco sparverius,American Kestrel,Aves,143.04
41663,[''],41663/iNat1102503.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,9.0590625
52884,[''],52884/CSA34947.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,46.414875
21211,[''],21211/XC925906.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,17.91090625
517119,[''],517119/iNat922620.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,33.5314375
21211,[''],21211/iNat359445.ogg,iNat,0.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,14.889
21211,[''],21211/XC882649.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,34.19428125
21211,[''],21211/XC913886.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,5.42084375
41663,[''],41663/XC144437.ogg,XC,3.0,Procyon lotor,Common Raccoon,Mammalia,133.40734375
